"argument_id","frame_id","frame","topic_id","topic","premise","stance","conclusion","conclusion_hash","premise_hash"
"10655","287","punishment","1168","Prisoners right to vote","Surely, we should punish criminals. But, depriving prisoners of the right to vote goes beyond reasonable punishment (physical imprisonment itself is very hard on a person) and into the realm of mean spiritedness. Particularly in societies where rehabilitation is an objective, such mean spiritedness is counter-productive.","Pro","Depriving prisoners of a vote is simply mean spirited.","53c552622d49aeb55ae3d25af7ea9081","5a72a7b4371841488749c64f19224d51"
"12669","287","punishment","1654","Torture","While due desert is an important legal concept, there must be boundaries to it. A terrorist should be punished to the maximum extend, either with life imprisonment or even capital punishment, but that is the limit. Anything beyond these punishments, including torture, would be considered beyond the realm of acceptability by civilized nations.","Con","Cruel and unusual punishment is prohibited in all civilized countries, undermining a strict reading of due desert.","4990845c5645347a502a545c85806701","f23d5534e4c22b7fbbffbf89114e00e6"
"13837","289","legitimacy","1804","Withdrawing from Iraq","America and its allies should never have invaded Iraq in the first place. Claims that Saddam Hussein was linked to Al-Qaeda, and that he possessed weapons of mass destruction have both turned out to be incorrect, at best, and lies at worse. The war was an illegal act of aggression, without United Nations sanction, and the occupation is therefore also illegal. For this reason alone the coalition should remove its forces from Iraq as soon as possible.","Pro","US justifications for war in Iraq were faulty, making a continued occupation baseless.","5ca55116ec9f8598a81e7cf108860c83","e00095a5945ca6d67046e863930dcacf"
"13843","289","legitimacy","1804","Withdrawing from Iraq","Many intelligence reports and expert opinions internationally corroborated the analysis that Iraq had WMD prior to the 2003 invasion. Leaders and governments cannot be held legally culpable for having trusted for this bad intelligence and analysis. This means that the invasion of Iraq was not really illegal nor that withdrawing from Iraq should be encouraged on such a basis.","Con","That Iraq did not actually have WMD highlights bad intelligence, not illegal acts.","b03af1d781708dd51284be2d35af686d","686bb32bbb02f72735f59d17ea3611aa"
"13842","289","legitimacy","1804","Withdrawing from Iraq","Following Iraq's invasion of Kuwait and the UN-mandated, US-led expulsion of Iraqi troops from Kuwait, the UN passed resolution 687, which called for Iraq to disarm its WMD stockpiles, or face enforcement by ""all necessary means"". At the time of the decision to go to war in 2002, Iraq was believed to have not disarmed its WMD stockpiles. The 2003 invasion, therefore, could be justified on the basis of Iraq's non-compliance with resolution 687 and that resolution's mandate for enforcement via ""all necessary means"".","Con","Iraq never disarmed after Kuwait, inviting the use of force","7aa5cf5cccb567458c669568622b3bf1","6953d104d072da85d9778ff0a554f8fb"
"13835","289","legitimacy","1804","Withdrawing from Iraq","When pressed on whether he viewed the invasion of Iraq as illegal, he said: 'Yes, if you wish. I have indicated it was not in conformity with the UN charter from our point of view, from the charter point of view, it was illegal.'"" There are two basic justifications for this claim. First, the UN charter only allows for self-defensive wars in cases where the threat is imminent. The threat was not imminent in Iraq's case. Second, exceptions to self-defensive wars require UN approval through Security Council resolutions. No explicit authorization was provided by the UN to the US and coalition forces to wage war. UN resolutions only mentioned ""serious consequences"" in the event of Iraqi non-compliance with inspectors. ""Serious consequences"" is certainly not the terminology used by the UN to authorize war; ""all necessary means"" are the keywords that authorize war, and they were not provided in any UN resolution. Thus, the war was illegal and coalition forces have no legal basis for continued operations in Iraq.","Pro","The invasion of Iraq was illegal, making a withdrawal necessary","d86a18dac4e5cc047510c28bf34b261b","1e8fd783d8cd2637d2d2f0c3248b9ad7"
"5192","289","legitimacy","559","EU elected president","as gridlock in the Council of Ministers, where real power is located, will be even more frequent than it is now.","Con","An elected President will not solve the problems of enlargement","ff2fca3a36ee3c176c0bfe2babd4b432","258daad77931a9610734070597ee2738"
"5187","289","legitimacy","559","EU elected president","The commission, Parliament, council and council ministers all have divergent interests and opinions and thus often speak in their own or a particular state's name rather than that of the entire union, confounding the problem. Since the number of people involved in the decision making process is huge, the responsibility of being accountable is in the hands of many a people thus decreasing the intensity of being accountable. Electing a president rests the responsibility of accountability on one single individual and he has to live up to it due to the constraints of a regular contest for power in the form of elections.","Pro","Election of a President focuses the accountability on one single individual.","0f2be20e07777dae7658040e98a64d27","2cdc2f642da104b63d4890a76656ad72"
"5188","289","legitimacy","559","EU elected president","Direct elections increase the accountability of the president as compared to those elected by the state heads wherein such accountability gets restricted. The current system involving 27 heads of state in the council represented by a rotating president and also the presidents of the commission and the parliament makes it unclear who actually speaks for the EU.","Pro","Electing an EU president directly will increase accountability.","e296b42d89c4ab71da47c60fae400942","b542cd08e9944cf57f65e392f1a07e82"
"13841","289","legitimacy","1804","Withdrawing from Iraq","There are three requirements if Security Council members the United States, Britain and Spain are to lead an international coalition to enforce the council's resolutions on Iraq.","Con","The invasion of Iraq was legal","cc2cb68d750970857ddb7e139ee15518","5423ed665414c1680ebe8fbe051a442a"
